loan_amount,interest_rate,income,employment_years,credit_score,age,existing_debt,loan_term,default
25765,22.864058652328907,57869,15,312,65,28845,12,1
31112,20.585293283406614,140185,36,562,45,40919,48,1
26556,29.2638667682124,103984,35,322,21,30089,36,1
19099,18.973831006759426,145172,5,499,36,41145,48,0
44553,13.409843085072735,121069,7,541,41,38168,12,0
46096,17.975542339463892,109711,23,538,57,29672,48,1
7450,29.481582285112907,86252,2,602,23,15945,12,1
14230,22.409060813325762,99386,3,464,33,17702,60,0
30009,21.799403448176278,138728,31,475,49,8719,24,0
6433,11.017039743147134,152783,0,328,47,36027,24,0
34866,23.590062939015443,45801,33,834,52,36251,12,0
40864,23.75679573679429,110709,8,593,25,19403,24,1
19710,12.932224594397633,73270,11,776,22,26809,36,0
12439,17.09284580976783,75535,9,682,54,42527,36,0
42855,12.365083323511401,36220,9,595,29,25150,24,0
17021,11.467626758107167,33392,22,633,42,10226,12,0
7416,5.647401756237128,153318,5,547,50,46940,36,1
7980,12.130293616333303,40010,23,540,56,37172,24,1
19058,18.84924874695687,146951,23,405,41,42172,48,1
12101,5.0400296887257205,88358,20,422,28,38705,36,1
41718,12.080477095241687,168306,30,334,59,34202,60,1
33602,27.03525830808125,116190,29,715,52,8729,36,1
10122,19.84121462768402,135795,33,626,57,23938,24,0
13576,20.19657060202451,142790,17,594,18,37721,24,1
28516,15.084107625658831,145223,11,731,25,9766,24,0
23433,21.911803587310274,95205,34,646,40,8384,12,0
2089,9.748319155758978,172856,6,336,37,25762,12,1
38346,25.46867025960479,180744,39,811,49,28724,48,1
10127,7.917227998397495,21082,24,834,28,25050,48,0
11487,21.400033866327732,162220,5,317,24,20653,36,0
1155,13.528733145492076,178566,0,326,47,13507,24,0
2958,23.687824264561918,95093,15,835,65,7378,48,0
11693,18.744113781650498,71952,3,328,56,42773,24,1
40112,16.308825961967905,56719,28,416,30,45755,36,1
39547,9.235560052331174,68737,37,431,59,35205,12,1
29795,20.920536607108822,127271,27,588,66,11571,48,1
22447,29.369246085510326,190608,21,535,20,37320,60,1
37598,25.640085622675375,165111,7,341,24,48853,60,1
42814,6.500204814725295,87839,31,459,60,30190,60,0
26215,14.405734459029777,67931,32,424,30,23580,60,1
10794,28.139575229756794,59925,12,559,54,36522,60,1
34209,17.576093688925535,199969,26,575,42,6265,60,1
23424,21.55279564520448,107745,17,512,40,44489,60,1
48246,27.81498363978476,146298,17,772,68,49310,48,1
38396,26.84486726049702,113709,12,730,64,6741,60,0
7370,17.545509388512773,62287,21,379,50,1837,60,1
10528,15.94115756644005,184084,13,527,22,17409,36,0
29276,13.492315461989678,127252,10,394,49,17042,48,0
45333,22.97548607907228,192855,38,723,47,17061,36,0
9179,12.174669986788581,129323,21,815,48,28986,24,1
49781,11.247190160772504,197563,35,464,30,20205,60,0
17843,13.906247365094503,32803,16,725,59,35143,12,1
24952,9.4303764219698,138819,31,341,22,49427,60,0
34160,22.377995398644185,113361,13,702,40,6859,60,0
45898,20.406016233265305,33698,28,715,18,45507,36,1
30516,17.07196335289609,185632,5,599,27,34356,24,1
11449,14.758144481538867,35376,3,354,67,20965,36,0
22125,27.726563572418286,33117,10,635,44,12854,48,0
8418,5.728094624727632,189028,39,729,25,33013,24,0
23746,24.227693587682477,68786,9,633,69,31654,24,1
3454,27.54773929372222,133005,27,705,20,41848,24,1
18761,16.158864485748147,86480,10,329,36,43171,36,1
16223,18.76726228676617,182767,34,834,68,23054,60,0
7701,28.61159219705095,152583,14,816,19,8192,60,0
3597,10.30693788213786,73233,7,520,66,2184,60,0
1141,18.003371194617124,131022,19,793,48,45206,60,1
3659,16.86802817820532,173574,20,552,65,36019,60,0
21980,11.459816196759252,112529,0,620,27,16281,48,1
10031,25.464830759327697,197561,28,338,33,5863,12,0
16037,27.490014869080895,120919,23,764,54,9702,24,0
47738,24.54831449470522,103533,29,710,37,36539,12,1
39429,9.88397402121521,183021,39,711,20,13536,48,0
7142,7.168715887534539,89407,34,791,52,42088,60,0
13109,20.136112132633556,93809,32,737,51,16077,48,1
23010,6.427369012747098,37229,19,778,38,25273,48,0
9787,21.820647213952107,178457,15,371,53,31052,12,0
43864,18.260605508181065,62176,8,519,49,2419,24,0
9472,21.56964331859159,114825,30,303,35,13518,36,1
24383,19.7542693412436,154332,16,589,51,7396,36,0
5249,15.567564238179319,117555,30,679,55,19012,24,0
48717,10.021929503505707,23145,22,654,20,40077,60,0
35518,12.642553395262214,117289,5,379,20,11981,48,1
19351,18.11251435547441,158874,29,365,44,33453,60,0
5088,21.296702341190148,22263,6,435,19,2756,48,1
16282,24.48707542211321,177985,39,698,20,5023,36,0
20330,24.179267961226522,77788,10,646,34,26418,24,1
43409,29.317218581527133,159227,33,358,63,21219,12,1
22778,12.146036216585236,151994,11,818,56,45326,12,0
25264,6.77776770533592,171744,26,536,55,18356,24,0
6075,13.641423388546482,189598,11,378,57,17094,36,0
11412,23.582361880601916,65344,12,414,36,37853,48,1
49454,15.95279127583238,142819,7,761,36,5646,12,0
29365,25.444710764735486,170086,15,425,61,46925,36,1
8230,18.733159129650375,93352,28,799,22,43927,24,0
49200,28.244793065762575,60324,34,401,22,11991,60,1
12002,28.69658604997672,114075,28,473,31,18978,36,1
14947,6.732612650468718,189770,30,751,44,17476,36,0
14686,16.41033599281061,97169,12,391,66,35723,60,1
30304,20.2422265312392,43384,11,684,65,24787,36,1
14074,11.396813520305319,23512,1,504,53,26157,12,0
5493,15.176919484474507,157138,32,662,57,48509,12,1
35228,21.942038527942458,182572,7,797,52,49092,12,0
15140,10.668355672459036,143775,39,836,38,44791,36,1
32655,20.049533824361312,98743,31,533,22,9635,36,1
44472,22.43619570410765,105642,37,315,41,14932,36,0
7816,7.262407777396669,149587,27,440,56,36911,24,1
12639,17.43823290068632,99858,14,719,67,40412,60,1
48192,11.57700074810477,74800,22,755,41,35765,36,1
47733,23.109658899951114,120364,23,599,57,37976,60,1
30492,9.738887713423512,22387,12,638,60,9946,48,1
12240,27.30594788845266,152871,20,602,63,19363,12,0
33698,15.773533412958173,139095,11,375,67,14387,24,0
27957,9.950075757688838,55548,12,615,30,3605,60,0
33808,15.950544908758234,184967,38,799,55,49573,12,1
6827,15.218594070213197,110450,22,374,62,49762,24,0
33762,15.722973987342757,125669,27,665,18,41405,12,1
9259,19.63903233743617,100171,13,845,60,9152,36,1
15849,18.02934312283844,191451,16,695,56,32898,36,0
17232,8.744428292022567,65414,23,530,27,35415,12,1
41572,6.639476816165908,93071,33,327,19,30343,24,1
25173,23.235386218163512,132808,21,774,33,45039,12,1
6374,18.992935898207836,98591,9,594,54,47477,48,1
22174,13.975019201981594,24297,7,726,33,47654,24,0
24567,25.208945562451845,129513,20,390,40,39441,24,1
36292,14.701461856523924,148668,36,414,43,31848,12,0
10277,24.899127240015186,106479,6,458,33,43394,60,1
32600,12.643903187809368,118752,25,557,44,3729,12,1
10885,6.821132438629993,156080,12,672,64,37199,60,0
1778,28.315992344998225,135481,15,389,58,31455,24,1
30165,14.86377823203433,167892,29,597,47,29812,36,1
2492,24.81731432123445,173325,30,330,50,1024,36,1
31462,11.978603330557611,180274,4,657,49,26228,12,1
14615,21.1591278030914,180308,31,769,26,39807,60,0
45900,26.832771831443207,87156,15,427,28,16921,12,0
43946,6.041100558499508,80263,8,569,54,32179,48,0
8851,25.765894117152232,138996,21,797,23,37359,12,1
17288,19.283325124298216,119252,39,712,47,32037,12,1
8156,20.18679384771423,138632,36,508,57,33275,12,0
3044,18.078950020149566,94855,13,605,32,36692,12,0
8368,26.86187758209106,36575,15,490,65,8872,60,1
20900,6.085833930890937,32204,19,656,47,25335,60,1
31600,11.525709788396203,31952,14,756,35,20607,60,1
47403,26.894063471478884,103323,25,748,29,34961,48,1
26634,23.8086425632989,184944,8,367,21,24466,48,1
10168,5.441129004465147,180448,0,766,33,15762,12,1
21961,17.925157080242716,162712,34,659,40,18930,60,1
45096,18.239317017816873,46437,19,686,28,4655,48,1
47087,15.022053378197759,147129,5,427,41,5019,36,1
24852,12.434833301549743,107681,9,784,39,36342,12,1
34110,22.043121260308553,27903,32,543,56,39314,24,1
33174,10.194761617618845,46863,15,318,32,19664,60,1
35215,24.97371405179265,63381,35,695,66,47445,12,1
27955,25.075929019186795,48548,5,528,32,48978,12,1
7581,15.381535939320512,31467,18,667,27,16924,24,0
45619,12.088700272741193,77954,30,357,45,46255,36,0
7317,12.09695453976783,43901,1,580,53,49662,48,1
43856,17.057283099905252,43301,17,401,34,22546,48,0
46714,22.989480618733968,144686,27,347,53,14830,24,1
27649,13.971717274846469,105180,3,358,39,12642,24,0
24132,20.251083636443788,89903,0,460,40,23086,48,1
17789,14.562111514564858,123955,15,402,46,49496,36,1
15567,12.613079728784584,167276,1,711,39,37947,36,0
15868,5.621487897894854,39755,35,482,28,47791,12,1
25370,5.0978526433847655,79817,0,716,53,30462,24,0
43533,10.68019194580011,22093,38,415,61,39140,24,1
31483,15.160157170024886,116319,22,698,46,45202,24,1
13466,26.281529184051507,42940,25,736,59,44329,48,0
29803,24.962106073260635,195112,10,617,49,32076,48,1
19230,11.679131564699748,188394,0,549,31,44782,48,0
18862,11.113511074607484,148714,10,746,35,43339,36,0
44355,10.683051776750686,111544,23,796,55,41358,48,0
32259,13.480933513221675,104437,9,642,54,22203,12,0
34539,17.454967989042135,112969,13,726,51,47939,48,1
22909,15.966694300789387,127001,13,539,62,44366,36,0
31795,10.456829969537344,107725,6,358,40,27856,24,1
9770,8.26128524859045,135784,22,826,49,46490,12,1
12093,5.314445312154884,130675,21,502,63,45642,36,0
47571,8.849080966662596,114266,35,765,20,9486,60,0
1193,22.633909254852956,29236,26,595,60,32158,24,0
35775,11.090964233639573,92597,1,586,39,14681,48,0
18569,16.715045253037744,154974,38,372,40,11701,36,0
12190,19.782528723081118,119656,18,822,21,15372,60,1
43752,27.17102257079018,54364,6,636,30,26611,36,1
33327,27.221377459835487,127071,11,617,49,5523,48,1
43070,23.643343342033976,114410,2,502,46,45793,36,1
21389,5.878924801212536,171168,4,530,57,20233,60,0
41197,19.37676047713537,163092,7,356,57,24955,36,0
3261,24.66458677078766,78473,13,719,62,3763,12,1
29369,5.43220111908408,64153,35,579,27,47524,12,0
27512,18.742115341414458,192349,6,604,30,46259,48,0
7716,26.444103644650735,58502,6,765,62,42621,60,0
22259,16.852551896056674,35675,31,473,34,19442,60,1
29933,5.102655072436211,175437,7,565,55,25882,60,1
42689,5.275333958390187,138384,11,546,19,2465,60,0
5378,15.415900935343764,98229,9,377,34,4451,60,0
41583,8.875216685418863,109049,13,552,61,16061,24,0
47546,21.61126642733149,109157,8,774,43,15,36,1
20835,22.71998162265385,125711,37,475,55,4410,60,0
30033,9.446994886515714,130090,29,720,54,18964,12,0
25000,27.21333221311212,113321,4,760,22,5135,36,0
46496,16.04769612447315,46465,0,553,42,48592,48,1
11332,8.571147689798092,52286,0,819,26,7948,48,0
43604,24.106289951734887,74795,19,406,45,4789,60,0
3800,24.74936250041932,191250,10,470,39,41028,24,0
30538,20.982386816636435,128139,25,357,46,8602,24,0
31119,26.33663883006383,123845,2,636,52,7232,36,1
9333,23.434324300766782,69986,5,641,37,43819,24,0
6410,27.055143430674764,194273,10,589,22,47950,48,1
18839,15.847201212136987,194387,7,383,56,4835,60,1
31519,23.689928202486062,95396,28,416,61,26066,12,0
6808,29.99378908572611,75178,9,833,49,28381,48,0
7796,23.123279937990482,30745,33,518,56,36111,48,1
22180,7.854594505928304,99637,23,401,27,10769,36,0
44056,17.957968060729574,156100,16,755,57,16656,24,1
18709,19.6836947810757,68566,31,825,34,819,12,0
18543,9.355266876784775,63722,10,565,54,35383,12,0
38418,29.07229085445094,106623,33,586,32,13148,24,1
30075,9.389494440865407,131074,23,440,26,6069,60,0
38755,9.43894799283057,94974,4,705,49,5640,24,0
48968,27.879178449363874,104084,28,592,40,36752,60,1
38465,16.630135828041777,190951,33,330,28,21274,12,1
31502,6.5797069818629055,175839,15,470,30,7701,36,0
17724,19.954687498463215,137353,24,654,35,19365,48,1
4828,20.045658715826196,124417,36,504,66,3039,12,1
18087,6.6125189671640445,88099,7,777,26,31915,12,0
13605,29.31306239084155,199729,28,590,59,43642,12,0
32337,18.600749132364392,159570,24,410,22,49754,48,1
6482,18.994893054494106,45107,22,367,60,47839,60,1
28005,18.002885362559862,179865,33,672,39,44897,36,0
23760,20.268294491115498,153768,2,495,49,46889,36,1
6463,11.607493819343873,73839,29,425,64,45422,36,1
47628,12.18103369937102,109241,33,561,19,41215,60,0
5912,17.783477244903317,43397,31,454,38,2487,24,0
5648,25.16714636908949,27704,28,407,45,34126,24,1
34623,6.246614412354472,36442,8,722,69,27058,36,1
36634,20.085105305506147,149576,1,334,41,49841,12,1
45602,25.16945356265785,29765,38,343,41,28108,12,1
4112,8.92293180093068,135828,6,715,31,8499,48,1
23054,5.375563549514157,30002,4,584,54,6131,24,0
5492,12.817832378536451,31390,7,746,44,35934,12,0
23207,19.703592668239956,195508,31,817,41,24984,36,1
16114,8.457079335118692,26641,17,326,23,825,48,1
35285,15.653059274312138,184781,37,526,43,1191,24,0
17018,18.808037434356947,131119,17,724,32,43094,48,0
22386,19.97207736893293,190381,15,667,46,14707,12,1
18740,11.860293025009378,35624,20,609,53,39553,36,0
45199,15.000740899657284,29966,9,404,27,28769,36,1
9210,24.45848072668897,185261,3,317,45,6813,36,0
45363,28.530367353017137,91301,7,504,68,26350,12,0
46639,26.54700827795643,135123,18,342,26,22025,60,0
13743,19.107087543335798,168295,39,388,38,28992,36,0
43092,15.257320073598663,98183,39,456,27,16917,60,1
45299,13.323915359285456,24959,8,565,21,43827,36,1
7588,8.12391415210045,178329,29,433,21,22894,60,0
4311,7.663781180402824,70802,16,763,23,33975,24,0
23432,22.208940622841443,144125,39,431,43,24992,24,0
34755,11.49486040427901,143795,14,333,57,43736,36,0
4321,11.36654216081117,47215,3,382,33,1237,48,1
16812,29.954876361944642,75046,5,431,25,4943,48,1
38383,9.698148946844885,114593,15,727,45,26519,12,0
49280,8.701493987220742,185166,25,503,33,26756,24,1
14146,7.4671306939980155,189741,36,635,55,43060,24,1
14654,19.495133629169906,187198,22,796,66,21220,48,1
36820,20.696595650052537,99036,12,741,18,47798,36,0
1726,14.13069815642205,129864,16,557,36,28694,12,0
4760,18.385333387786694,140333,26,591,67,48233,24,0
23190,24.709988273622812,36772,21,424,34,28250,12,1
2875,25.45260420804371,199658,36,474,66,13942,24,0
24377,28.947801892891206,71943,18,791,45,33227,60,1
47737,25.606699648071864,88868,38,379,61,41609,60,1
5033,19.121035917935664,69855,34,604,29,12769,12,1
39211,9.49142414592115,173290,12,809,23,16503,48,1
18373,7.49408894257106,121124,13,643,24,10447,48,0
4744,6.36279724777148,77205,30,390,25,8509,24,0
25995,21.663145794634595,156031,1,468,20,22865,60,1
17977,25.18840638494983,196206,38,633,66,16134,60,0
33402,17.717098767101973,45874,36,535,38,16201,12,0
35542,6.367854370840998,151007,13,698,25,41353,12,1
11651,18.386764364783453,21301,8,776,45,18936,48,0
34703,28.39373153811376,78017,9,834,47,13258,48,1
14395,19.94032977331151,63319,6,387,49,21762,48,1
30808,25.235687211570372,42455,27,552,28,3228,36,1
37576,25.003816209793765,155184,24,657,37,49228,60,0
17715,28.30322749451632,77033,27,357,67,3410,60,0
45409,24.255719141246832,183217,1,698,33,408,12,0
25306,23.69251285032724,126924,16,820,42,47497,60,1
20086,10.852566624266014,52735,3,824,62,5773,12,0
15376,6.498128883027036,92781,12,716,26,36765,36,0
6889,17.939986626345195,146031,17,692,68,40075,48,0
38822,8.11085519866888,148305,2,521,56,9179,36,1
37636,29.054896906949782,128049,36,628,66,5617,48,0
21584,12.248119065825716,172783,32,671,57,2701,48,0
35610,26.323605084607326,25630,23,810,57,3907,12,1
11058,14.690615630061483,85488,7,452,20,13841,48,0
10101,13.079856246434435,154278,34,779,33,25330,36,0
13497,28.37896430941553,76289,1,319,29,49827,24,1
5658,14.0830643021556,38953,32,527,32,13407,12,0
12381,14.75719771657841,120932,11,645,21,48091,48,1
41312,7.6522944903227295,161140,21,318,40,32199,48,0
41486,21.761166632062732,98930,12,743,44,26286,60,0
47619,12.220985361937837,21067,9,667,56,19859,12,1
18154,19.640104195987682,70658,16,446,60,6816,12,1
20539,19.783792601330237,72165,4,803,54,49693,36,1
12777,22.979992389894175,100781,8,729,30,16548,24,1
35396,23.63103715431103,160931,12,739,60,26831,36,0
31373,17.861310860038486,49164,22,497,54,17368,36,0
34154,13.274798690085076,124946,29,586,57,19045,36,1
7031,25.93627237086835,147580,3,668,38,33385,24,0
28997,12.746641235212117,119251,20,539,46,12105,36,0
7439,17.687727361733288,40773,8,586,46,24644,12,1
23785,15.0313145800932,53939,6,694,66,5639,24,1
14392,26.376959649242202,199671,15,817,28,30330,48,0
29669,15.79796327864572,157186,22,359,68,11616,60,1
29939,14.652479720937107,118475,22,844,67,20580,60,0
3282,22.245592322440935,32818,30,602,45,32768,12,1
35624,20.06102774653607,29335,4,543,27,26974,60,0
49438,7.681170837396152,75008,5,506,22,45373,60,1
25364,17.704220158599078,91745,0,674,42,47726,60,0
2998,23.38695970833119,194220,27,582,50,30550,48,0
32705,29.801869114783905,23577,17,777,34,47612,60,0
39244,20.72867084925798,93916,23,321,66,24761,36,1
10428,14.257326661032945,155148,12,648,50,10701,12,1
38437,10.65378999505296,183997,32,788,42,20822,12,0
13336,26.820755853833006,79314,9,557,50,14970,12,0
10342,25.36413030283757,61205,6,346,26,21192,48,1
40832,10.848070519484622,162167,36,326,44,35847,48,1
8446,10.015802253664337,133583,31,326,42,23103,60,0
39392,22.87841942027939,104715,21,696,21,49534,36,0
8461,12.873801547968988,76680,15,444,26,28857,60,1
35587,12.659969959048945,48400,23,821,63,43646,12,0
11516,8.807256176691382,127345,13,420,32,17311,36,1
14749,11.599387992745747,107110,10,761,33,21443,12,0
18514,15.687688939816239,140120,18,681,33,16944,36,0
36426,23.32095843181039,48562,22,717,30,33957,24,1
37268,13.407702360343745,191735,33,626,31,14974,48,0
25950,13.215108486996067,38510,39,690,39,46984,48,0
35888,12.122831313810895,81608,12,596,38,46893,12,0
37788,16.957091687776074,72182,38,383,26,35136,12,0
11213,9.515917448532882,46883,27,445,58,26314,24,0
37027,17.14076835080314,186916,39,470,21,29852,60,1
29011,22.604388904867246,169800,15,633,27,4953,36,1
43849,5.744762600815554,31094,27,723,52,24282,24,1
35591,5.244484507644047,153479,3,608,26,11237,24,0
18858,6.878072753862731,32644,27,825,68,37148,12,1
19626,18.3915015432028,105834,11,646,65,28448,12,0
14467,26.361377079635087,128982,15,601,33,31771,60,1
40758,5.122111650506299,72748,35,646,66,45721,60,0
4134,28.416532614617026,79021,19,707,35,2588,12,1
17743,7.656962789263395,82651,25,432,27,14815,48,1
16434,26.049588201455656,56807,25,405,38,6356,60,1
48775,17.07136912457367,185144,21,470,68,20069,24,1
11233,21.4839346819711,189470,8,549,32,41889,12,1
2141,17.76707461117956,48669,4,843,32,14695,36,1
19019,16.926205629483867,181233,16,561,28,20783,36,0
21384,25.872485709109785,158354,33,793,57,1403,48,1
43903,23.89715948919541,46539,1,543,65,41159,12,0
46734,17.085055913075102,154379,6,750,59,28327,24,0
37129,7.79089823490154,37745,35,589,58,2285,48,0
23967,7.885073982860203,190505,12,562,64,8862,24,0
